file_name,bcs,prefix,cow_id,image_id,cow_group_id,path
GS_1005_1.jpg,3.25,GS,1005,1,GS_1005,dataset\3.25\GS_1005_1.jpg
GS_1005_2.jpg,3.25,GS,1005,2,GS_1005,dataset\3.25\GS_1005_2.jpg
GS_1005_3.jpg,3.25,GS,1005,3,GS_1005,dataset\3.25\GS_1005_3.jpg
GS_1005_4.jpg,3.25,GS,1005,4,GS_1005,dataset\3.25\GS_1005_4.jpg
GS_1005_5.jpg,3.25,GS,1005,5,GS_1005,dataset\3.25\GS_1005_5.jpg
GS_1005_6.jpg,3.25,GS,1005,6,GS_1005,dataset\3.25\GS_1005_6.jpg
GS_1005_7.jpg,3.25,GS,1005,7,GS_1005,dataset\3.25\GS_1005_7.jpg
GS_1005_8.jpg,3.25,GS,1005,8,GS_1005,dataset\3.25\GS_1005_8.jpg
GS_1005_9.jpg,3.25,GS,1005,9,GS_1005,dataset\3.25\GS_1005_9.jpg
GS_1009_1.jpg,3.25,GS,1009,1,GS_1009,dataset\3.25\GS_1009_1.jpg
GS_1009_2.jpg,3.25,GS,1009,2,GS_1009,dataset\3.25\GS_1009_2.jpg
GS_1009_3.jpg,3.25,GS,1009,3,GS_1009,dataset\3.25\GS_1009_3.jpg
GS_1009_4.jpg,3.25,GS,1009,4,GS_1009,dataset\3.25\GS_1009_4.jpg
GS_1009_5.jpg,3.25,GS,1009,5,GS_1009,dataset\3.25\GS_1009_5.jpg
GS_1009_6.jpg,3.25,GS,1009,6,GS_1009,dataset\3.25\GS_1009_6.jpg
GS_1009_7.jpg,3.25,GS,1009,7,GS_1009,dataset\3.25\GS_1009_7.jpg
GS_1009_8.jpg,3.25,GS,1009,8,GS_1009,dataset\3.25\GS_1009_8.jpg
GS_1022_1.jpg,3.25,GS,1022,1,GS_1022,dataset\3.25\GS_1022_1.jpg
GS_1022_2.jpg,3.25,GS,1022,2,GS_1022,dataset\3.25\GS_1022_2.jpg
GS_1022_3.jpg,3.25,GS,1022,3,GS_1022,dataset\3.25\GS_1022_3.jpg
GS_1022_4.jpg,3.25,GS,1022,4,GS_1022,dataset\3.25\GS_1022_4.jpg
GS_1022_5.jpg,3.25,GS,1022,5,GS_1022,dataset\3.25\GS_1022_5.jpg
GS_1022_6.jpg,3.25,GS,1022,6,GS_1022,dataset\3.25\GS_1022_6.jpg
GS_1022_7.jpg,3.25,GS,1022,7,GS_1022,dataset\3.25\GS_1022_7.jpg
GS_1022_8.jpg,3.25,GS,1022,8,GS_1022,dataset\3.25\GS_1022_8.jpg
GS_1029_1.jpg,3.25,GS,1029,1,GS_1029,dataset\3.25\GS_1029_1.jpg
GS_1029_2.jpg,3.25,GS,1029,2,GS_1029,dataset\3.25\GS_1029_2.jpg
GS_1029_3.jpg,3.25,GS,1029,3,GS_1029,dataset\3.25\GS_1029_3.jpg
GS_1029_4.jpg,3.25,GS,1029,4,GS_1029,dataset\3.25\GS_1029_4.jpg
GS_1029_5.jpg,3.25,GS,1029,5,GS_1029,dataset\3.25\GS_1029_5.jpg
GS_1029_6.jpg,3.25,GS,1029,6,GS_1029,dataset\3.25\GS_1029_6.jpg
GS_1029_7.jpg,3.25,GS,1029,7,GS_1029,dataset\3.25\GS_1029_7.jpg
GS_1029_8.jpg,3.25,GS,1029,8,GS_1029,dataset\3.25\GS_1029_8.jpg
GS_1029_9.jpg,3.25,GS,1029,9,GS_1029,dataset\3.25\GS_1029_9.jpg
GS_1051_1.jpg,3.25,GS,1051,1,GS_1051,dataset\3.25\GS_1051_1.jpg
GS_1051_10.jpg,3.25,GS,1051,10,GS_1051,dataset\3.25\GS_1051_10.jpg
GS_1051_2.jpg,3.25,GS,1051,2,GS_1051,dataset\3.25\GS_1051_2.jpg
